平林漠漠烟如织
雾非雾
夜半来
天明去
来如春梦几多时
去似朝云无觅处
菡萏香连十顷陂
小姑贪戏采莲迟
晚来弄水船头湿
更脱红裙裹鸭儿
梳洗罢
独倚望江楼
过尽千帆皆不是
斜晖脉脉水悠悠
肠断白蘋洲
柳丝长
春雨细
花外漏声迢递
惊塞雁
起城乌
画屏金鹧鸪
香雾薄
透帘幕
惆怅谢家池阁
红烛背
绣帘垂
梦长君不知
人人尽说江南好
游人只合江南老
春水碧于天
画船听雨眠
垆边人似月
皓腕凝霜雪
未老莫还乡
还乡须断肠
四月十七
正是去年今日
"别君时
"
忍泪佯低面
含羞半敛眉
不知魂已断
空有梦相随
除却天边月
没人知
春日游
杏花吹满头
陌上谁家年少
足风流
妾拟将身嫁与
一生休
纵被无情弃
不能羞
衔泥燕
飞到画堂前
占得杏梁安稳处
体轻唯有主人怜
堪羡好因缘
古庙依青嶂
行宫枕碧流
水声山色锁妆楼
往事思悠悠
云雨朝还暮
烟花春复秋
啼猿何必近孤舟
行客自多愁
永夜抛人何处去
绝来音
香阁掩
眉敛
月将沉
争忍不相寻
怨孤衾
换我心
为你心
始知相忆深
风乍起
吹皱一池春水
闲引鸳鸯香径里
手挼红杏蕊
斗鸭阑干独倚
碧玉搔头斜坠
终日望君君不至
举头闻鹊喜
几日行云何处去
忘却归来
不道春将暮
百草千花寒食路
香车系在谁家树
泪眼倚楼频独语
双燕来时
陌上相逢否
撩乱春愁如柳絮
依依梦里无寻处
春日宴
绿酒一杯歌一遍
再拜陈三愿
一愿郎君千岁
二愿妾身常健
三愿如同梁上燕
岁岁长相见
手卷真珠上玉钩
依前春恨锁重楼
风里落花谁是主
思悠悠
青鸟不传云外信
丁香空结雨中愁
回首绿波三峡暮
接天流
春花秋月何时了
往事知多少
小楼昨夜又东风
故国不堪回首月明中
 雕栏玉砌应犹在
只是朱颜改
问君能有几多愁
恰似一江春水向东流
无言独上西楼
月如钩
寂寞梧桐深院锁清秋
剪不断
理还乱
是离愁
别是一般滋味在心头
一重山
两重山
山远天高烟水寒
相思枫叶丹
菊花开
菊花残
塞雁高飞人未还
一帘风月闲
别来春半
触目柔肠断
砌下落梅如雪乱
拂了一身还满
雁来音信无凭
路遥归梦难成
离恨恰如春草
更行更远还生
四十年来家国
三千里地山河
 凤阁龙楼连霄汉
玉树琼枝作烟萝
几曾识干戈
一旦归为臣虏
沈腰潘鬓消磨
最是仓皇辞庙日
教坊犹奏别离歌
垂泪对宫娥
枕前发尽千般愿
要休且待青山烂
水面上秤锤浮
直待黄河彻底枯
白日参辰现
北斗回南面
休即未能休
且待三更见日头
五两竿头风欲平
长风举棹觉船轻
柔橹不施停却棹
是船行
满眼风波多闪灼
看山恰似走来迎
子细看山山不动
是船行
蓼岸风多橘柚香
江边一望楚天长
片帆烟际闪孤光
目送征鸿飞杳杳
思随流水去茫茫
兰红波碧忆潇湘
谁道闲情抛掷久
每到春来
惆怅还依旧
日日花前常病酒
敢辞镜里朱颜瘦
河畔青芜堤上柳
为问新愁
何事年年有
独立小桥风满袖
平林新月人归后
雨晴烟晚
绿水新池满
双燕飞来垂柳院
小阁画帘高卷
黄昏独倚朱阑
西南新月眉弯
砌下落花风起
罗衣特地春寒
菡萏香销翠叶残
 西风愁起绿波间
还与韶光共憔悴
不堪看
细雨梦回鸡塞远
小楼吹彻玉笙寒
多少泪珠何限恨
倚阑干
昨夜风兼雨
帘帏飒飒秋声
烛残漏断频欹枕
起坐不能平
世事漫随流水
算来一梦浮生
醉乡路稳宜频到
此外不堪行
风回小院庭芜绿
柳眼春相续
凭阑半日独无言
依旧竹声新月似当年
笙歌未散尊罍在
池面冰初解
烛明香暗画堂深
满鬓青霜残雪思难任
林花谢了春红
太匆匆
无奈朝来寒雨晚来风
胭脂泪
相留醉
几时重
 自是人生长恨水长东
帘外雨潺潺
春意阑珊
罗衾不耐五更寒
梦里不知身是客
一晌贪欢
独自莫凭栏
无限江山
别时容易见时难
流水落花春去也
天上人间
深院静
小庭空
断续寒砧断续风
无奈夜长人不寐
数声和月到帘栊
饮散离亭西去
浮生长恨飘蓬
回头烟柳渐重重
淡云孤雁远
寒日暮天红
今夜画船何处
潮平淮月朦胧
酒醒人静奈愁浓
残灯孤枕梦
轻浪五更风
叵耐灵鹊多谩语
送喜何曾有凭据
几度飞来活捉取
锁上金笼休共语
比拟好心来送喜
谁知锁我在金笼里
欲他征夫早归来
腾身却放我向青云里
天上月
遥望似一团银
夜久更阑风渐紧
为奴吹散月边云
照见负心人
雨恨云愁
江南依旧称佳丽
水村渔市
一缕孤烟细
天际征鸿
遥认行如缀
平生事
此时凝睇
谁会凭栏意
吴山青
越山青
两岸青山相送迎
谁知离别情
君泪盈
妾泪盈
罗带同心结未成
江边潮已平
伫倚危楼风细细
望极春愁
黯黯生天际
草色烟光残照里
无言谁会凭阑意
拟把疏狂图一醉
对酒当歌
强乐还无味
衣带渐宽终不悔
为伊消得人憔悴
寒蝉凄切
对长亭晚
骤雨初歇
都门帐饮无绪
留恋处
兰舟催发
执手相看泪眼
竟无语凝噎
念去去
千里烟波
暮霭沉沉楚天阔
多情自古伤离别
更那堪
冷落清秋节
应是良辰好景虚设
便纵有千种风情
更与何人说
才过笄年
初绾云鬟
便学歌舞
席上尊前
王孙随分相许
算等闲、酬一笑
便千金慵觑
常只恐、容易蕣华偷换
光阴虚度
已受君恩顾
好与花为主
万里丹霄
何妨携手同归去
永弃却、烟花伴侣
免教人见妾
朝云暮雨
远岸收残雨
雨残稍觉江天暮
拾翠汀洲人寂静
立双双鸥鹭
望几点、渔灯隐映蒹葭浦
停画桡、两两舟人语
道去程今夜
遥指前村烟树
游宦成羁旅
短樯吟倚闲凝伫
万水千山迷远近
想乡关何处
自别后、风亭月榭孤欢聚
刚断肠、惹得离情苦
听杜宇声声
劝人不如归去
乍暖还轻冷
风雨晚来方定
残花中酒
又是去年病
楼头画角风吹醒
入夜重门静
那堪更被明月
隔墙送过秋千影
一曲新词酒一杯
去年天气旧亭台
夕阳西下几时回
无可奈何花落去
似曾相识燕归来
小园香径独徘徊
红笺小字
说尽平生意
鸿雁在云鱼在水
惆怅此情难寄
斜阳独倚西楼
遥山恰对帘钩
人面不知何处
绿波依旧东流
槛菊愁烟兰泣露
罗幕轻寒
燕子双飞去
明月不谙离恨苦
斜光到晓穿朱户
昨夜西风凋碧树
独上高楼
望尽天涯路
欲寄彩笺兼尺素
山长水阔知何处
一带江山如画
风物向秋潇洒
水浸碧天何处断
霁色冷光相射
蓼屿荻花洲
掩映竹篱茅舍
云际客帆高挂
烟外酒旗低亚
多少六朝兴废事
尽入渔樵闲话
怅望倚层楼
红日无言西下
满斟绿醑留君住
莫匆匆归去
三分春色二分愁
更一分风雨
花开花谢、都来几许
且高歌休诉
不知来岁牡丹时
再相逢何处
长忆观潮
满郭人争江上望
来疑沧海尽成空
万面鼓声中
弄潮儿向涛头立
手把红旗旗不湿
别来几向梦中看
梦觉尚心寒
塞下秋来风景异
衡阳雁去无留意
四面边声连角起
千嶂里
长烟落日孤城闭
浊酒一杯家万里
燕然未勒归无计
羌管悠悠霜满地
人不寐
将军白发征夫泪
自春来、惨绿愁红
芳心是事可可
日上花梢
莺穿柳带
犹压香衾卧
暖酥消、腻云亸
终日厌厌倦梳裹
无那
恨薄情一去
音书无个
早知恁么
悔当初、不把雕鞍锁
向鸡窗
只与蛮笺象管
拘束教吟课
镇相随、莫抛躲
针线闲拈伴伊坐
和我
免使年少
光阴虚过
东南形胜
三吴都会
钱塘自古繁华
烟柳画桥
风帘翠幕
参差十万人家
云树绕堤沙
怒涛卷霜雪
天堑无涯
市列珠玑
户盈罗绮
竞豪奢
重湖叠巘清嘉
有三秋桂子
十里荷花
羌管弄晴
菱歌泛夜
嬉嬉钓叟莲娃
千骑拥高牙
乘醉听箫鼓
吟赏烟霞
异日图将好景
归去凤池夸
对潇潇暮雨洒江天
一番洗清秋
渐霜风凄紧
关河冷落
残照当楼
是处红衰翠减
苒苒物华休
唯有长江水
无语东流
不忍登高临远
望故乡渺邈
归思难收
叹年来踪迹
何事苦淹留
想佳人妆楼颙望
误几回、天际识归舟
争知我
倚阑杆处
正恁凝愁
黄金榜上
代暂遗贤
如何向
未遂风云便
争不恣狂荡
何须论得丧
才子词人
自是白衣卿相
烟花巷陌
依约丹青屏障
幸有意中人
堪寻访
且恁偎红倚翠
风流事、平生畅
青春都一饷
忍把浮名
换了浅斟低
数声鶗鴂
又报芳菲歇
惜春更把残红折
雨轻风色暴
梅子青时节
永丰柳
无人尽日飞花雪
莫把幺弦拨
怨极弦能说
天不老
情难绝
心似双丝网
中有千千结
夜过也
东窗未白凝残月
双蝶绣罗裙
东池宴
初相见
朱粉不深匀
闲花淡淡春
细看诸处好
人人道
柳腰身
昨日乱山昏
来时衣上云
一向年光有限身
等闲离别易销魂
酒筵歌席莫辞频
满目山河空念远
落花风雨更伤春
不如怜取眼前人
家住西秦
赌博艺随身
花柳上、斗尖新
偶学念奴声调
有时高遏行云
蜀锦缠头无数
不负辛勤
数年来往咸京道
 残杯冷炙漫消魂
衷肠事、托何人
若有知音见采
不辞遍唱阳春
一曲当筵落泪
重掩罗巾
燕子来时新社
梨花落后清明
池上碧苔三四点
叶底黄鹂一两声
日长飞絮轻
巧笑东邻女伴
采桑径里逢迎
疑怪昨宵春梦好
元是今朝斗草赢
笑从双脸生
东城渐觉风光好
縠皱波纹迎客棹
绿杨烟外晓寒轻
红杏枝头春意闹
浮生长恨欢娱少
肯爱千金轻一笑
为君持酒劝斜阳
且向花间留晚照
清晨帘幕卷轻霜
呵手试梅妆
都缘自有离恨
故画作远山长
思往事
惜流芳
易成伤
拟歌先敛
欲笑还颦
最断人肠
去年元夜时
花市灯如昼
月上柳梢头
人约黄昏后
今年元夜时
月与灯依旧
不见去年人
泪湿春衫袖
花底忽闻敲两桨
逡巡女伴来寻访
酒盏旋将荷叶当
莲舟荡
时时盏里生红浪
花气酒香清厮酿
花腮酒面红相向
醉倚绿阴眠一饷
惊起望
船头阁在沙滩上
把酒祝东风
且共从容
垂杨紫陌洛城东
总是当时携手处
游遍芳丛
聚散苦匆匆
此恨无穷
今年花胜去年红
可惜明年花更好
知与谁同
登临送目
正故国晚秋
天气初肃
千里澄江似练
翠峰如簇
归帆去棹残阳里
背西风
酒旗斜矗
彩舟云淡
星河鹭起
画图难足
念往昔
繁华竞逐
叹门外楼头
悲恨相续
千古凭高对此
谩嗟荣辱
六朝旧事随流水
但寒烟衰草凝绿
至今商女
时时犹唱
后庭遗曲
伊吕两衰翁
历遍穷通
一为钓叟一耕佣
若使当时身不遇
老了英雄
汤武偶相逢
风虎云龙
兴王只在谈笑中
直至如今千载后
谁与争功
"水是眼波横
"
山是眉峰聚
欲问行人去那边
眉眼盈盈处
才始送春归
又送君归去
若到江南赶上春
千万和春住
醉别西楼醒不记
春梦秋云
聚散真容易
斜月半窗还少睡
画屏闲展吴山翠
衣上酒痕诗里字
点点行行
总是凄凉意
红烛自怜无好计
夜寒空替人垂泪
彩袖殷勤捧玉钟
当年拚却醉颜红
舞低杨柳楼心月
歌尽桃花扇底风
从别后
忆相逢
几回魂梦与君同
今宵剩把银釭照
犹恐相逢是梦中
旧香残粉似当初
人情恨不如
一春犹有数行书
秋来书更疏 
衾凤冷
枕鸳孤
愁肠待酒舒
梦魂纵有也成虚
那堪和梦无
似花还似非花
也无人惜从教坠
抛家傍路
思量却是
无情有思
萦损柔肠
困酣娇眼
欲开还闭
梦随风万里
寻郎去处
又还被、莺呼起
不恨此花飞尽
恨西园、落红难缀
晓来雨过
遗踪何在
一池萍碎
春色三分
二分尘土
一分流水
细看来
不是杨花
点点是离人泪
明月几时有
把酒问青天
不知天上宫阙
今夕是何年
我欲乘风归去
又恐琼楼玉宇
高处不胜寒
起舞弄清影
何似在人间
转朱阁
低绮户
照无眠
不应有恨
何事长向别时圆
人有悲欢离合
月有阴晴圆缺
此事古难全
但愿人长久
千里共婵娟
世事一场大梦
人生几度秋凉
夜来风叶已鸣廊
看取眉头鬓上
酒贱常愁客少
月明多被云妨
中秋谁与共孤光
把盏凄然北望
夜饮东坡醒复醉
归来仿佛三更
家童鼻息已雷鸣
敲门都不应
倚杖听江声
长恨此身非我有
何时忘却营营
夜阑风静縠纹平
小舟从此逝
江海寄余生
缺月挂疏桐
漏断人初静
谁见幽人独往来
缥缈孤鸿影
惊起却回头
有恨无人省
拣尽寒枝不肯栖
寂寞沙洲冷
老夫聊发少年狂
左牵黄
右擎苍
锦帽貂裘
千骑卷平冈
为报倾城随太守
亲射虎
看孙郎
酒酣胸胆尚开张
鬓微霜
又何妨
持节云中
何日遣冯唐
会挽雕弓如满月
西北望
射天狼
花褪残红青杏小
燕子飞时
绿水人家绕
枝上柳绵吹又少
天涯何处无芳草
墙里秋千墙外道
墙外行人
墙里佳人笑
笑渐不闻声渐悄
多情却被无情恼
山下兰芽短浸溪
松间沙路净无泥
萧萧暮雨子规啼
谁道人生无再少
门前流水尚能西
休将白发唱黄鸡
候馆梅残
溪桥柳细
草薰风暖摇征辔
离愁渐远渐无穷
迢迢不断如春水
寸寸柔肠
盈盈粉泪
楼高莫近危阑倚
平芜尽处是春山
行人更在春山外
庭院深深深几许
杨柳堆烟
帘幕无重数
玉勒雕鞍游冶处
楼高不见章台路
雨横风狂三月暮
门掩黄昏
无计留春住
泪眼问花花不语
乱红飞过秋千去
近日门前溪水涨
郎船几度偷相访
船小难开红斗帐
无计向
合欢影里空惆怅
愿妾身为红菡萏
年年生在秋江上
重愿郎为花底浪
无隔障
随风逐雨长来往
锁离愁
连绵无际
来时陌上初熏
绣帏人念远
暗垂珠泪
泣送征轮
长亭长在眼
更重重、远水孤云
但望极楼高
尽日目断王孙 
消魂
池塘别后
曾行处、绿妒轻裙
恁时携素手
乱花飞絮里
缓步香茵
朱颜空自改
向年年、芳意长新
遍绿野
嬉游醉眠
莫负青春
平岸小桥千嶂抱
柔蓝一水萦花草
茅屋数间窗窈窕
尘不到
时时自有春风扫
午枕觉来闻语鸟
欹眠似听朝鸡早
忽忆故人今总老
贪梦好
茫然忘了邯郸道
留春不住
费尽莺儿语
满地残红宫锦污
昨夜南园风雨
小怜初上琵琶
晓来思绕天涯
不肯画堂朱户
春风自在杨花 
梦后楼台高锁
酒醒帘幕低垂
去年春恨却来时
落花人独立
微雨燕双飞
记得小蘋初见
两重心字罗衣
琵琶弦上说相思
当时明月在
曾照彩云归
留人不住
醉解兰舟去
一棹碧涛春水路
过尽晓莺啼处
渡头杨柳青青
枝枝叶叶离情
此后锦书休寄
画楼云雨无凭
小令尊前见玉箫
银灯一曲太妖娆
歌中醉倒谁能恨
唱罢归来酒未消
 
春悄悄
夜迢迢
碧云天共楚宫遥
梦魂惯得无拘检
又踏杨花过谢桥
木叶下君山
空水漫漫
十分斟酒敛芳颜
不是渭城西去客
休唱阳关
醉袖抚危栏
天淡云闲
何人此路得生还
回首夕阳红尽处
应是长安
王定国歌儿曰柔奴
姓宇文氏
眉目娟丽
善应对
家世住京师
定国南迁归
余问柔
广南风土
 应是不好
柔对曰
此心安处
便是吾乡
因为缀词云
常羡人间琢玉郎
天应乞与点酥娘
尽道清歌传皓齿
风起
雪飞炎海变清凉
万里归来颜愈少
微笑
笑时犹带岭梅香
试问岭南应不好
却道：此心安处是吾乡
大江东去
浪淘尽
千古风流人物
故垒西边
人道是
三国周郎赤壁
乱石穿空
惊涛拍岸
卷起千堆雪
江山如画
一时多少豪杰
遥想公瑾当年
小乔初嫁了
雄姿英发
羽扇纶巾
谈笑间
樯橹灰飞烟灭
故国神游
多情应笑我
早生华发
人生如梦
一尊还酹江月
顷在黄州
春夜行蕲水中
过酒家饮
酒醉
乘月至一溪桥上
解鞍曲肱
醉卧少休
及觉已晓
乱山攒拥
流水锵然
疑非尘世也
书此语桥柱上
照野弥弥浅浪
横空隐隐层霄
障泥未解玉骢骄
我欲醉眠芳草
可惜一溪风月
莫教踏碎琼瑶
解鞍欹枕绿杨桥
杜宇一声春晓
 冰肌玉骨
自清凉无汗
水殿风来暗香满
绣帘开
一点明月窥人
人未寝
欹枕钗横鬓乱

起来携素手
庭户无声
时见疏星渡河汉
试问夜如何
夜已三更
金波淡
玉绳低转
但屈指西风几时来
又不道流年暗中偷换
十年生死两茫茫
不思量
自难忘
千里孤坟
无处话凄凉
纵使相逢应不识
尘满面
鬓如霜
夜来幽梦忽还乡
小轩窗
正梳妆
相顾无言
惟有泪千行
料得年年肠断处
明月夜
短松冈
明月如霜
好风如水
清景无限
曲港跳鱼
圆荷泻露
寂寞无人见
紞如三鼓
铿然一叶
黯黯梦云惊断
夜茫茫
重寻无处
觉来小园行遍
天涯倦客
山中归路
望断故园心眼
燕子楼空
佳人何在
空锁楼中燕
古今如梦
何曾梦觉
但有旧欢新怨
异时对
黄楼夜景
为余浩叹
簌簌衣巾落枣花
村南村北响缲车
牛衣古柳卖黄瓜 
酒困路长惟欲睡
日高人渴漫思茶
敲门试问野人家
我住长江头
君住长江尾
日日思君不见君
共饮长江水 
此水几时休
此恨何时已
只愿君心似我心
定不负相思意
杨柳丝丝弄轻柔
烟缕织成愁
海棠未雨
梨花先雪
一半春休
而今往事难重省
归梦绕秦楼
相思只在
丁香枝上
豆蔻梢头
瑶草一何碧
春入武陵溪
溪上桃花无数
枝上有黄鹂
我欲穿花寻路
直入白云深处
浩气展虹霓
只恐花深里
红露湿人衣
坐玉石
倚玉枕
拂金徽
谪仙何处
无人伴我白螺杯
我为灵芝仙草
不为朱唇丹脸
长啸亦何为
醉舞下山去
明月逐人归
黄菊枝头生晓寒
人生莫放酒杯干
风前横笛斜吹雨
醉里簪花倒著冠 
身健在
且加餐
舞裙歌板尽清欢
黄花白发相牵挽
付与时人冷眼看
小雨纤纤风细细
万家杨柳青烟里
恋树湿花飞不起
愁无比
和春付与东流水
九十光阴能有几
金龟解尽留无计
寄语东阳沽酒市
拚一醉
而今乐事他年泪
梅英疏淡
冰澌溶泄
东风暗换年华
金谷俊游
铜驼巷陌
新晴细履平沙
长记误随车
正絮翻蝶舞
芳思交加
柳下桃蹊
乱分春色到人家
西园夜饮鸣笳
有华灯碍月
飞盖妨花
兰苑未空
行人渐老
重来是事堪嗟
烟暝酒旗斜
但倚楼极目
时见栖鸦
无奈归心
暗随流水到天涯
山抹微云
天连衰草
画角声断谯门
暂停征棹
聊共引离尊
多少蓬莱旧事
空回首、烟霭纷纷
斜阳外
寒鸦万点
流水绕孤村
销魂当此际
香囊暗解
罗带轻分
谩赢得、青楼薄幸名存
此去何时见也
襟袖上、空惹啼痕
伤情处
高城望断
灯火已黄昏
纤云弄巧
飞星传恨
银汉迢迢暗度
金风玉露一相逢
便胜却人间无数
柔情似水
佳期如梦
忍顾鹊桥归路
两情若是久长时
又岂在朝朝暮暮
雾失楼台
月迷津渡
桃源望断无寻处
可堪孤馆闭春寒
杜鹃声里斜阳暮 
驿寄梅花
鱼传尺素
砌成此恨无重数
郴江幸自绕郴山
为谁流下潇湘去
树绕村庄
水满陂塘
倚东风
豪兴徜徉
小园几许
收尽春光
有桃花红
李花白
菜花黄
远远围墙
隐隐茅堂
飏青旗
流水桥旁
偶然乘兴
步过东冈
正莺儿啼
燕儿舞
蝶儿忙
砧面莹
杵声齐
捣就征衣泪墨题
寄到玉关应万里
戍人犹在玉关西 
凌波不过横塘路
但目送、芳尘去
锦瑟华年谁与度
月桥花院
琐窗朱户
只有春知处
飞云冉冉蘅皋暮
彩笔新题断肠句
试问闲情都几许
一川烟草
满城风絮
梅子黄时雨
薄雨收寒
斜照弄晴
春意空阔
长亭柳色才黄
远客一枝先折
烟横水际
映带几点归鸿
平沙消尽龙荒雪
犹记出关来
恰如今时节
将发
画楼芳酒
红泪清歌
顿成轻别
回首经年
杳杳音尘都绝
欲知方寸
共有几许新愁
芭蕉不展丁香结
枉望断天涯
两厌厌风月
十里青山远
潮平路带沙
数声啼鸟怨年华
又是凄凉时候
在天涯
白露收残月
清风散晓霞
绿杨堤畔问荷花：记得年时沽酒
那人家
买陂塘、旋栽杨柳
依稀淮岸江浦
东皋嘉雨新痕涨
沙觜鹭来鸥聚
堪爱处最好是、一川夜月光流渚
无人独舞
任翠幄张天
柔茵藉地
酒尽未能去

青绫被
莫忆金闺故步
儒冠曾把身误
弓刀千骑成何事
荒了邵平瓜圃
君试觑
满青镜、星星鬓影今如许
功名浪语
便似得班超
封侯万里
归计恐迟暮
帘幕疏疏风透
一线香飘金兽
朱阑倚遍黄昏后
廊上月华如昼 
别离滋味浓于酒
著人瘦
此情不及墙东柳
春色年年如旧
红旗高举
飞出深深杨柳渚
鼓击春雷
直破烟波远远回
欢声震地
惊退万人争战气
金碧楼西
衔得锦标第一归
八月十七日
同诸生步自永安城楼
过张宽夫园待月
偶有名酒
因以金荷酌众客
客有孙彦立
善吹笛
援笔作乐府长短句
文不加点
断虹霁雨
净秋空
山染修眉新绿
桂影扶疏
谁便道
今夕清辉不足
万里青天
姮娥何处
驾此一轮玉
寒光零乱
为谁偏照醽醁
年少从我追游
晚凉幽径
绕张园森木
共倒金荷
家万里
难得尊前相属
老子平生
江南江北
最爱临风曲
孙郎微笑
坐来声喷霜竹
春归何处
寂寞无行路
若有人知春去处
唤取归来同住
春无踪迹谁知
除非问取黄鹂
百啭无人能解
因风飞过蔷薇
一年春物
惟梅柳间意味最深
至莺花烂漫时
则春已衰迟
使人无复新意
予作《洞仙歌》
使探春者歌之
无后时之悔
雪云散尽
放晓晴池院
杨柳于人便青眼
更风流多处
一点梅心
相映远
约略颦轻笑浅
一年春好处
不在浓芳
小艳疏香最娇软
到清明时候
百紫千红
花正乱
已失春风一半
早占取韶光共追游
但莫管春寒
醉红自暖
胡马嘶风
汉旗翻雪
彤云又吐
一竿残照
古木连空
乱山无数
行尽暮沙衰草
星斗横幽馆
夜无眠、灯花空老
雾浓香鸭
冰凝泪烛
霜天难晓
长记小妆才了
一杯未尽
离怀多少
醉里秋波
梦中朝雨
都是醒时烦恼
料有牵情处
忍思量、耳边曾道
甚时跃马归来
认得迎门轻笑
倚危亭
恨如芳草
萋萋刬尽还生
念柳外青骢别后
水边红袂分时
怆然暗惊
无端天与娉婷
夜月一帘幽梦
春风十里柔情
怎奈向、欢娱渐随流水
素弦声断
翠绡香减
那堪片片飞花弄晚
蒙蒙残雨笼晴
正销凝
黄鹂又啼数声
西城杨柳弄春柔
动离忧
泪难收
犹记多情、曾为系归舟
碧野朱桥当日事
人不见
水空流
韶华不为少年留
恨悠悠
几时休
飞絮落花时候、一登楼
便作春江都是泪
流不尽
许多愁
水边沙外
城郭春寒退
花影乱
莺声碎
飘零疏酒盏
离别宽衣带
人不见
碧云暮合空相对
忆昔西池会
鹓鹭同飞盖
携手处
今谁在
日边清梦断
镜里朱颜改
春去也
飞红万点愁如海
漠漠轻寒上小楼
晓阴无赖似穷秋
淡烟流水画屏幽
自在飞花轻似梦
无边丝雨细如愁
宝帘闲挂小银钩
重过阊门万事非
同来何事不同归
梧桐半死清霜后
头白鸳鸯失伴飞
原上草
露初晞
旧栖新垅两依依
空床卧听南窗雨
谁复挑灯夜补衣
杨柳回塘
鸳鸯别浦
绿萍涨断莲舟路
断无蜂蝶慕幽香
红衣脱尽芳心苦 
返照迎潮
行云带雨
依依似与骚人语
当年不肯嫁春风
无端却被秋风误
少年侠气
交结五都雄
肝胆洞
毛发耸
立谈中
死生同
一诺千金重
推翘勇
矜豪纵
轻盖拥
联飞鞚
斗城东
轰饮酒垆
春色浮寒瓮
吸海垂虹
闲呼鹰嗾犬
白羽摘雕弓
狡穴俄空
乐匆匆
似黄粱梦
辞丹凤；明月共
漾孤篷
官冗從
怀倥偬；落尘笼
簿书丛
鶡弁如云众
供粗用
忽奇功
笳鼓动
渔阳弄
思悲翁
不请长缨
系取天骄种
剑吼西风
恨登山临水
手寄七弦桐
目送归鸿
紫府东风放夜时
步莲秾李伴人归
五更钟动笙歌散
十里月明灯火稀
香苒苒
梦依依
天涯寒尽减春衣
凤凰城阙知何处
寥落星河一雁飞
清波门外拥轻衣
杨花相送飞
西湖又还春晚
水树乱莺啼
闲院宇
小帘帏
晚初归
钟声已过
篆香才点
月到门时
开时似雪
谢时似雪
花中奇绝
香非在蕊
香非在萼
骨中香彻 
占溪风
留溪月
堪羞损、山桃如血
直饶更、疏疏淡淡
终有一般情别
未遇行藏谁肯信
如今方表名踪
无端良匠画形容
当风轻借力
一举入高空 
才得吹嘘身渐稳
只疑远赴蟾宫
雨馀时候夕阳红
几人平地上
看我碧霄中
